key	english	french	russian	bulgarian
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_juniper_invited_anticipation_elsie/2	Well, that's wonderful! I hope you two have a nice time.	Eh bien, c'est merveilleux ! J'espère que vous passerez un bon moment.	Ну и ну, просто чудесно! Желаю вам хорошо провести время.	Well, that's wonderful! I hope you two have a nice time.
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_juniper_invited_anticipation_elsie/init	So you invited Juniper to watch the stars with you tonight?	Alors tu as invité Juniper à regarder les étoiles avec toi, ce soir ?	Значит, ты <p>пригласили</p><f>пригласила</f><m>пригласил</m><n>пригласило</n> Джунипер смотреть на звёзды сегодня?	So you invited Juniper to watch the stars with you tonight?
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_march_follow_up_elsie/1	Good... I'm glad to hear it!	Bien... Je suis ravie de l'entendre !	Хорошо... Очень рада слышать!	Good... I'm glad to hear it!
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_march_follow_up_elsie/init	Did you and March have a nice time together last night?	Avez-vous passé une bonne soirée, March et toi, hier ?	Вы с Мартом хорошо провели вчерашний вечер?	Did you and March have a nice time together last night?
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_march_invited_anticipation_elsie/1	And he agreed, did he?	Et il a accepté ?	И он согласился, неужели?	And he agreed, did he?
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_march_invited_anticipation_elsie/2	Well, that's delightful! I hope you two have a nice time.	Eh bien, cela me ravit ! J'espère que vous passerez un bon moment, tous les deux.	Ну и ну, как приятно! Желаю вам хорошо провести время!	Well, that's delightful! I hope you two have a nice time.
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_march_invited_anticipation_elsie/init	So you invited March to watch the stars with you tonight?	Alors tu as invité March à regarder les étoiles avec toi, ce soir ?	Значит, ты <p>пригласили</p><f>пригласила</f><m>пригласил</m><n>пригласило</n> Марта смотреть на звёзды сегодня?	So you invited March to watch the stars with you tonight?
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_reina_8h_follow_up_elsie/1	You two are a good match.	Vous faites un joli couple.	Вы отлично друг другу подходите.	You two are a good match.
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_reina_8h_follow_up_elsie/init	Did you enjoy watching the stars with Reina last night, dear?	As-tu aimé contempler les étoiles avec Reina, hier soir, mon chou ?	Тебе понравилось смотреть на звёзды с Рейной, дорогуша?	Did you enjoy watching the stars with Reina last night, dear?
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_reina_follow_up_elsie/1	She's a nice girl.	C'est une jeune femme adorable.	Она хорошая девушка.	She's a nice girl.
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_reina_follow_up_elsie/init	Did you enjoy watching the stars with Reina last night, dear?	As-tu aimé contempler les étoiles avec Reina, hier soir, mon chou ?	Тебе понравилось вчера смотреть на звёзды с Рейной, дорогуша?	Did you enjoy watching the stars with Reina last night, dear?
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_reina_invited_anticipation_elsie/init	So you're taking Reina out to the Summit tonight? Lovely! I hope you have a nice time!	Alors comme ça, tu emmènes Reina jusqu'au sommet, ce soir ? Parfait ! J'espère que vous passerez un bon moment !	Значит, ты сегодня пройдёшь на Вершину с Рейной? Замечательно! Желаю вам хорошо провести время!	So you're taking Reina out to the Summit tonight? Lovely! I hope you have a nice time!
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_ryis_8h_follow_up_elsie/1	You two are so sweet together.	Vous êtes tellement mignons, ensemble.	Вы так мило смотритесь вместе.	You two are so sweet together.
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_ryis_8h_follow_up_elsie/init	Did you have a nice time with Ryis, dear?	As-tu passé un bon moment avec Ryis, mon chou ?	Вы с Ризом хорошо провели время?	Did you have a nice time with Ryis, dear?
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_ryis_follow_up_elsie/1	He's a sweet young man, to be sure.	C'est un gentil jeune homme, c'est indéniable.	Очень милый молодой человек, это точно.	He's a sweet young man, to be sure.
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_ryis_follow_up_elsie/init	Did you have a nice time with Ryis, dear?	As-tu passé un bon moment avec Ryis, mon chou ?	Вы с Ризом хорошо провели вечер, дорогуша?	Did you have a nice time with Ryis, dear?
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_ryis_invited_anticipation_elsie/init	So you invited Ryis, you say? I hope you two have fun!	Tu as invité Ryis, dis-tu ? J'espère que vous passerez un bon moment !	Так ты <p>пригласили</p><f>пригласила</f><m>пригласил</m><n>пригласило</n> Риза? Надеюсь, вам вдвоём будет весело!	So you invited Ryis, you say? I hope you two have fun!
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_seridia_8h_follow_up_elsie/1	Good, I'm glad to hear it!	Bien, je suis ravie de l'entendre !	Отлично, рада слышать!	Good, I'm glad to hear it!
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_seridia_8h_follow_up_elsie/init	Oh, [Ari]! Did you have a nice time watching the stars yesterday?	Oh, [Ari] ! Tu as passé un bon moment à regarder les étoiles, hier ?	Ой, [Ari]! Хорошо вчера посмотрели на звёзды?	Oh, [Ari]! Did you have a nice time watching the stars yesterday?
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_seridia_follow_up_elsie/1	What's that? You went with Seridia...?	Comment ? C'est Seridia qui t'a accompagné<he></he><she>e</she><they>·e</they>...?	Что? Ты <p>позвали</p><f>позвала</f><m>позвал</m><n>позвало</n> Серидию?..	What's that? You went with Seridia...?
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_seridia_follow_up_elsie/2	My, a date with a dragon... how thrilling!	Oh là là, un rendez-vous galant avec un dragon... Ça me rend toute chose !	Ну и ну, свидание с драконом... Звучит захватывающе!	My, a date with a dragon... how thrilling!
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_seridia_follow_up_elsie/3	You don't suppose she has an older sister, do you?	Elle n'aurait pas une grande sœur, à tout hasard ?	Как думаешь, у неё не найдётся старшей сестры?	You don't suppose she has an older sister, do you?
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_seridia_follow_up_elsie/4	Hehe!	Hé hé !	Хи-хи!	Hehe!
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_seridia_follow_up_elsie/init	Oh, [Ari]! Did you end up inviting someone to see the stars yesterday?	Oh, [Ari] ! As-tu fini par inviter quelqu'un à regarder les étoiles, hier ?	Ой, [Ari]! Ты вчера <p>пригласили</p><f>пригласила</f><m>пригласил</m><n>пригласило</n> кого-нибудь смотреть на звёзды?	Oh, [Ari]! Did you end up inviting someone to see the stars yesterday?
Conversations/Festival Lines/Elsie/shooting_star/shooting_star_valen_follow_up_elsie/1	Good! You both deserve to relax once in a while.	Tant mieux ! Vous méritez tous les deux de vous détendre, de temps en temps.	Отлично! И тебе, и ей иногда нужен хороший отдых.	Good! You both deserve to relax once in a while.
